label,title,content
5,Honda XL125V Varadero, The Honda XL125V Varadero is a dual-sport motorcycle with a 125 cc four stroke V-twin engine produced by Honda since 2001.
5,French ship Amitié, The Amitié (French: Friendship) was a three-masted frigate of approximately 400 tons displacement in the late 18th century. The majority of records regarding the ship come from its transportation of the people who were to become known as Cajuns. Amitié was the fifth of seven ships that took part in the exodus of Acadians from France to Louisiana in 1785.
5,USS Penobscot (ATA-188), USS Penobscot (ATA-188/ATR–115) -- a Sotoyomo-class auxiliary fleet tug -- was originally placed in service by the U.S. Navy as USS ATA–188 until she was renamed USS Penobscot (ATA-188) 16 July 1948. She served in the Pacific Ocean during World War II and on the U.S. East Coast after the war’s end. She was finally decommissioned in 1971.
5,USS Zephyr (PC-8), USS Zephyr (PC-8) is a Cyclone class patrol coastal ship in the United States Navy.Zephyr is the eighth ship of thirteen in the Cyclone-class. All ships in this class are named after weather elements. Zephyr is the first Navy vessel to bear the name. She was laid down 6 March 1993 by Bollinger Shipyards Lockport Louisiana and launched 3 December 1993.
5,SMS Meteor (1903), SMS Meteor was an auxiliary cruiser of the Imperial German Navy which operated against Allied shipping during World War I.
5,SS Cameronia (1911), The SS Cameronia was a twin propeller triple-expansion 15600 IHP passenger steamship. She was owned by the Glasgow-based Anchor Line and built by D. and W. Henderson and Company at Glasgow in 1911. The ship provided a transatlantic service from Glasgow to various destinations.The Cameronia sailed on her maiden voyage for the Anchor Line company on 13 September 1911 on the Glasgow - Mowville - New York route.
5,French frigate Topaze (1805), The Topaze was a Gloire class 44-gun frigate of the French Navy. The British captured her in 1809 and she the served with the Royal Navy under the name Alcmene until she was broken up in 1816.
5,USS Bedford Victory (AK-231), USS Bedford Victory (AK-231) was a Boulder Victory-class cargo ship acquired by the U.S. Navy during World War II. She served in the Pacific Ocean theatre of operations through the end of the war earning one battle star and then returned to the United States for disposal.
5,Project 664-class torpedo boat, The Project 664 (NATO reporting name Wisla) class were Polish torpedo boats designed in Poland in the 1970s. They were one of the few vessels of this size powered by a gas turbine and could achieve a great speed.
5,Escambia-class oiler, The Escambia-class oilers were a class of twelve T2-SE-A2 tankers that served in the United States Navy built during World War II. The ships were named for United States rivers with Native American names.
5,German submarine U-111 (1940), German submarine U-111 was a Type IXB U-boat of Nazi Germany's Kriegsmarine during World War II.She had a short career sinking four enemy vessels and damaging one other. These victories took place over a period of two war patrols. During her first sortie the boat sank two enemy vessels and damaged a further one. On her second patrol U-111 sank two more enemy ships before she herself was sunk on 4 October 1941 southwest of Tenerife by depth charges from a British warship.
5,Indefatigable-class battlecruiser, The Indefatigable class were the second class built of British battlecruisers which served in the Royal Navy and the Royal Australian Navy during World War I. The design represented a modest reworking of the preceding Invincible class featuring increased endurance and an improved cross-deck arc of fire for their midships wing turrets achieved by a lengthening of the hull.
5,SM U-16 (Germany), SM U-16 was one of the 329 submarines serving in the Imperial German Navy in World War I.
5,HMS Seaforth (1805), HMS Seaforth was the French privateer Dame Ernouf which HMS Curieux captured in 1805. The Royal Navy took her into service but she foundered later that year.
5,HMS Quail (1806), HMS Quail was a Royal Navy Cuckoo-class schooner of four 12-pounder carronades and a crew of 20. Custance & Stone built her at Great Yarmouth and launched her in 1806. Her decade-long career appears to have been relatively uneventful. She was sold in 1816.
5,Ukrainian corvette Ternopil (U209), Ternopil (U209) is an anti-submarine corvette of the Ukrainian Navy which was confiscated by the unknown troops March 20 2014 the day before Crimea and Sevastopol joined the Russian Federation.
5,Japanese fleet oiler Hario, The Hario (針尾) was a Japanese fleet oiler serving during the World War II. 4 vessels were planned under the Maru Sen Programme however only 1 vessel was completed until the end of war.
5,Deep Space 2, Deep Space 2 was a NASA probe which was part of the New Millennium Program. It included two highly advanced miniature space probes which were sent to Mars aboard the Mars Polar Lander in January 1999. The probes were named Scott and Amundsen in honor of Robert Falcon Scott and Roald Amundsen the first explorers to reach the Earth's South Pole.
5,LFG Roland D.XV, The LFG Roland D.XV was a World War I German single seat fighter aircraft ordered as a test-bed for engine comparisons. It was distinguished from earlier Roland biplane designs by the elimination of flying wires. Two later aircraft also called LFG Roland D.XV were completely different designs closely related to the Fokker D.VII.
5,SS Emperor, The Emperor was a freighter built in 1910; it sank off the shore of Isle Royale in Lake Superior in 1947 and the remains are still on the lake bottom. The wreck was placed on the National Register of Historic Places in 1984.
5,HMS L16, HMS L16 was a British L class submarine built by Fairfield Govan Clyde. She was laid down on 21 November 1916 and commissioned on an unknown date.She was sold in February 1934 to Malcolm Brechin Granton Edinburgh.
5,Celebrity Equinox, Celebrity Equinox is a Solstice-class cruise ship built by Meyer Werft in Germany. Celebrity Equinox is the second of the five Solstice-class vessels owned and operated by Celebrity Cruises. She is a sister ship of Celebrity Solstice Celebrity Eclipse Celebrity Silhouette and the Celebrity Reflection. Celebrity Equinox entered commercial service for Celebrity Cruises on July 31 2009.
5,Bolkhovitinov S, The Bolkhovitinov S (Sparka – twin/joined (engine)) was a high speed bomber aircraft designed and built in the USSR from early in 1937. Other designations used at various times: BBS BB LB-S or SSS.
5,Miles Merlin, The Miles M.4A Merlin was a 1930s British five-seat cabin monoplane built by Miles Aircraft Limited.
5,French cruiser Lapérouse, The Lapérouse was a barbette cruiser of the French Navy lead ship of her class named after Jean-François de Galaup comte de Lapérouse.The Lapérouse served as a defensive cruiser in the French Navy and was built at Brest with work commencing in 1875 launched in 1877 and was subsequently wrecked in 1898 in the East Indies after being hit by a storm on 31 July 1898 in Fort-Dauphin's Bay.Anosy Madagascar All hands were saved.She was part of the Far East Squadron under Admiral Amédée Courbet.
5,French lugger Affronteur (1795), The French lugger Affronteur was launched in 1795 and in 1796-7 participated in the Expédition d'Irlande. In 1803 HMS Doris captured her and she subsequently served the Royal Navy either as a commissioned vessel or more probably as His Majesty's hired armed brig Caroline. In 1807 she was either broken up or became a letter of marque.
5,Vipul-class barge, Vipul class of barges are a series of five self-propelled water carrier watercrafts being built by Vipul shipyard Surat for the Indian Navy.
5,Lie-Fang 1, The Jie-Fang 1 (English: Liberation 1) was one of the first gliders design and built in China though with Polish design input. It is an all-wood two seat intermediate training aircraft which first flew in 1958.
5,Jet Reaction (motorcycle), Jet Reaction is a motorcycle built by British motorcycle land-speed record challenger Richard Brown. The motorcycle is powered by a turboshaft helicopter engine converted to afterburning turbojet.Brown previously ran the Gillette Mach 3 Challenger hydrogen peroxide rocket motorcycle at Bonneville Salt Flats setting a one-way speed record of 332.887 mph (535.730 km/h) and top speed of 365 mph (587 km/h). He expects to exceed 400 mph (640 km/h) with Jet Reaction in 2012–2013.
5,USS Winooski (AO-38), The second USS Winooski (AO-38) was a Kennebec-class oiler in the United States Navy.Winooski was laid down as Calusa on 23 April 1941 at Sparrows Point Maryland by the Bethlehem Steel Company under a Maritime Commission contract (MC hull 144); launched on 12 November 1941; sponsored by Mrs. Laurence B. Levi; taken over by the Navy on 5 January 1942. She was renamed Winooski (AO-38) on 9 January 1942; and commissioned at Baltimore Maryland on 27 January 1942 Commander Walter C.
5,USS Shepherd Knapp (1861), USS Shepherd Knapp (1861) was a large (838-ton) ship with eight guns purchased by the Union Navy during the beginning of the American Civil War. With her eight guns and a crew of 93 she was employed by the Union Navy as a heavy gunship outfitted to pursue major Confederate States of America blockade runners especially Confederate Captain Raphael Semmes. During the course of her fruitless searches for Semmes she ran aground on a reef near Haiti and was abandoned.
5,PLM 241 B 1, The PLM 241 B 1 was a high-pressure steam locomotive built in 1929 for the PLM (Chemins de fer de Paris à Lyon et à la Méditerranée) using the Schmidt high-pressure system. It was a 4-cylinder compound design.The manufacturer was Henschel & Sohn of Germany; it was most unusual for a French railway to buy German technology there being somewhat less than total trust of Germany at the time. Schmidt and Henschel seem to have been the only sources of suitable technology. Only one was built.
5,Ford Taurus SHO, The Ford Taurus SHO (Super High Output) is the high-performance variant of the Ford Taurus. It was originally produced by the Ford Motor Company from 1989 until 1999. It returned in 2009 for the 2010 model year.The SHO (originally spoken as individual letters as of 2010 pronounced show) was built by the same team that produced the Ford Mustang SVT Cobra. It was originally created as a limited production model for 1989 through 1993.
5,Datsun Truck, The popular and economical Datsun/Nissan compact pickup truck was produced in Japan from 1955 and has been sold in large numbers across all continents. Modern versions of this vehicle are still in production around the world currently with the Frontier and Navara names. In Japan it was exclusive to Nissan Bluebird Shop locations.
5,HMS Lizard (1911), HMS Lizard was an Acheron-class destroyer of the British Royal Navy. She is named for the Lizard peninsula in the county of Cornwall in England. and was the twelfth ship of the Royal Navy to bear the name.
5,Polaris (train), The Polaris was a design of locomotive-hauled train designed in concept form by CSRE Ltd. The train was inspired by the British Rail InterCity 125 (HST) and was intended to have a top speed of 140 mph (225 km/h). The loco hauled trains would have had two power cars and been compatible with British Rail Mark 3 coaches. The power cars would have either been Diesel electric electric and electro-diesel making the design suitable for use across the whole British railway network.
5,HMS Tracker (P274), HMS Tracker is an Archer-class (P2000) patrol and training vessel of the British Royal Navy. Along with her batch 2 sister-ship HMS Raider Tracker is part of the Faslane Patrol Boat Squadron based at HMNB Clyde.
5,Palace on Wheels, The Palace on Wheels is a luxury tourist train. It was launched by the Indian Railways & Rajasthan Tourism Development Corporation to promote tourism in Rajasthan.The train service was refurbished and relaunched in August 2009 with a new decor itinerary and cuisine. It was voted the 4th luxurious train in the world in 2010.
5,German frigate Lübeck (F224), German frigate Lübeck was a Köln-class frigate which served in the German Federal Navy (Bundesmarine) from 1963 through 1988.
5,HMS Active (1758), HMS Active was a 28-gun Coventry-class sixth-rate frigate of the Royal Navy.
5,British Rail Classes 371 381 and 471, Class 371 Class 381 and Class 471 were proposed electric multiple unit classes from the Networker family of trains intended to operate services in the south-east of England.
5,Mercedes-Benz Type 300, The Mercedes-Benz Type 300 (chassis codes W186 W188 and W189) were the company's largest and most-prestigious models throughout most of the 1950s.
5,SS Norjerv, Norjerv was a 5583 GRT cargo ship that was built in 1919 as West Islip by Ames Shipbuilding & Dry Dock Co Seattle Washington United States for the United States Shipping Board (USSB). In 1928 she was sold and renamed Golden Rod. A further sale in 1935 saw her renamed Willhilo. She was renamed Indianan after a sale in 1937. In 1940 she was transferred to the Ministry of Supply (MoS) and renamed Empire Eagle passing later that year to the Ministry of War Transport (MoWT).
5,SEAT Córdoba, The SEAT Córdoba was the saloon estate and coupé version of the SEAT Ibiza supermini car built by the Spanish automaker SEAT. It was manufactured between 1993 and 2009 and was related with the second and third generations of the Ibiza.
5,USS Mintaka (AK-94), USS Mintaka (AK-94) was a Crater-class cargo ship commissioned by the U.S. Navy for service in World War II named after Mintaka the star in constellation Orion. She was responsible for delivering troops goods and equipment to locations in the war zone. Mintaka was laid down under Maritime Commission contract as SS Ansel Briggs by California Shipbuilding Corp. Wilmington California 9 February 1943; launched 10 March 1943; sponsored by Mrs. A. V.
5,USS Munsee (ATF-107), USS Munsee (AT/ATF-107) was an Abnaki-class fleet ocean tug. She is the only ship of the United States Navy to hold the name Munsee which is the name of a subtribe of the Delaware Indians still living in Wisconsin and Kansas.Munsee was laid down 20 August 1942 by the United Engineering & Drydock Co. Alameda California; launched 21 January 1943; sponsored by Mrs. Lloyd A. Davis; and commissioned 30 October 1943 Lieutenant John F. Pingley in command.
5,QAC Quickie Q2, The Quickie Q2 or Q2 is a two seater version of the unique Rutan Quickie produced in kit form by the Quickie Aircraft Corporation founded by Tom Jewett and Gene Sheehan. Canadian Garry LeGare was involved in the design.The Q2 is a tandem wing design having one forward wing and one rear wing (instead of the more usual main wing and horizontal stabilizer).
5,Peña Capeña, The Peña Capeña is a French aerobatic amateur-built aircraft that was designed by competitive aerobatic pilot Louis Peña of Dax Landes and made available in the form of plans for amateur construction.
5,USS Swivel (ARS-36), USS Swivel (ARS-36) was an Weight-class rescue and salvage ship acquired by the U.S. Navy during World War II. Her task was to come to the aid of stricken vessels.Swivel ex-BARS-8 ex-SS York Salvor was laid down on 28 April 1942 by the American Car and Foundry Co. Wilmington Delaware; launched on 6 May 1943; sponsored by Mrs. T. W. Goslin; and commissioned on 6 October 1943 Lt. (jg.) M. C. Sibitsky in command.
5,SS Indus (1945), Indus was a 2834 ton cargo ship which was built in Germany in 1945 and launched as Sasbeck. She was seized uncompleted at Lübeck in 1946 and renamed Empire Ardle. In 1947 she was renamed Lewis Hamilton and then in 1950 she was renamed Indus. In 1968 she was renamed Falcon and then Sea Falcon serving until 1971 when she was scrapped.
5,Alfa Romeo C-SUV, The Alfa Romeo C-SUV is a planned model of luxury sport utility vehicle from Alfa Romeo expected to enter production in 2015.The car will most probably to be built on an extended version of the Giulietta’s platform and will be available in both front- and all-wheel drive layouts. The new model will be developed alongside a new Jeep SUV which is planned to replace the Patriot and Compass.The C-SUV is planned to kick off Alfa Romeo's United States return since the company withdrew in 1995.
5,HMAS Tiger Snake, HMAS Tiger Snake was an Snake class junk built for the Royal Australian Navy during the Second World War. She was launched in 1945 and commissioned into the Royal Australian Navy on 22 August 1945 and was used by the Services Reconnaissance Department. On 14 July 1945 HMAS Tiger Snake transported D Company of the 2/17th Battalion on a patrol of the Baram River Borneo. She was paid off on 3 November 1945 before being handed over to the British Civil Administration in Borneo.
5,USS Umpqua (1865), USS Umpqua a single-turreted twin-screw monitor was laid down in March 1863 before the official order had been placed at Brownsville Pennsylvania by Snowden & Mason; launched on 21 December 1865; and completed on 7 May 1866.
5,HMS Surinam (1805), HMS Surinam was a Cruizer-class brig-sloop built by Obadiah Ayles at Topsham Exeter and launched in 1805. She captured one privateer during her twenty-year career and took part in one campaign before she was broken up in 1825.
5,Urbos, Urbos is a family of light rail vehicles built by CAF.There are three generations of Urbos:
5,SS Peleus, The SS Peleus was a steam merchant ship built in 1928 by Gray and Company of West Hartlepool. Originally named Egglestone she was acquired by the Nereus Steam Navigation company later that year and renamed after Pēleús (Greek: Πηλεύς) the mythical King of Aegina and father of Achilles.She had an uneventful career in peacetime and later during the Second World War: Then she worked under charter for the British government and operated in the South Atlantic until her loss in March 1944.
5,Reliant Sabre, The Reliant Sabre (also Sabre Four) and the Reliant Sabre Six were small two-seater sports cars produced by Reliant between 1961 and 1964.
5,HMS Seine (1798), Seine was a 38-gun French Seine-class frigate that the Royal Navy captured in 1798 and commissioned as the fifth rate HMS Seine. On 20 August 1800 Seine captured the French ship Vengeance in a single ship action that would win for her crew the Naval General Service Medal. Seine's career ended in 1803 when she hit a sandbank near the Texel.
5,HMS Jumna (1848), HMS Jumna was a Helena-class brig of the Royal Navy built at the Bombay Dockyard initially intended to be named HMS Zebra and launched on 7 March 1848 as Jumna. She was paid off and sold 25 June 1862.
5,USS Asterion (AK-100), USS Asterion (AK-100 AK-63 WAK-123) was a Q-ship of the United States Navy named for Asterion a star in the constellation Canes Venatici.
5,MV Miseford, MV Miseford is a tugboat built in 1915 by M. Beatty & Sons Ltd. in Welland Ontario.Miseford is 80 feet long 20 feet wide and has a draught of 9.42 feet. It displaces 114 gross tons and was originally powered by a triple expansion steam engine with two coal fired boilers (make size and info unknown). The hull is riveted plate steel from when the tug was originally made. This tug was originally built for Alvin J. Misener & Erwin G.
5,USS Oklahoma City (CL-91), USS Oklahoma City (CL-91/CLG-5/CG-5) was one of 27 United States Navy Cleveland-class light cruisers completed during or shortly after World War II and one of six to be converted to guided missile cruisers. She was the first US Navy ship to be named for Oklahoma City Oklahoma. Commissioned in late 1944 she participated in the latter part of the Pacific War in anti-aircraft screening and shore bombardment roles for which she earned two battle stars.
5,MSC Sabrina, MSC Sabrina is a container ship built in South Korea in 1989 and registered in Panama. She is managed by Mediterranean Shipping Company S.A.She was involved in a collision off the coast of the Netherlands on June 13 2000 with a fishing vessel Concordia and 15 minutes later with a United Kingdom-registered refrigerated ship Wintertide.On March 8 2008 during a snowstorm she ran aground near Trois-Rivières Canada.
5,Beechcraft MQM-107 Streaker, The MQM-107 Streaker is a reusable turbojet powered target towing drone primarily used by the United States Army and the United States Air Force for testing and training. The US Army uses the drone for testing various surface-to-air missile systems such as the FIM-92 Stinger and the MIM-104 Patriot. The USAF uses them in practice engagements for their air-to-air missiles like the AIM-9 Sidewinder and the AIM-120 AMRAAM.
5,Boeing 777, The Boeing 777 is a family of long-range wide-body twin-engine jet airliners developed and manufactured by Boeing Commercial Airplanes. It is the world's largest twinjet and has a typical seating capacity for 314 to 451 passengers with a range of 5235 to 9380 nautical miles (9695 to 17372 km).
5,USS Orion (AC-11), USS Orion (AC–11) was a collier of the United States Navy. The ship was laid down by the Maryland Steel Co. Sparrows Point Maryland on 6 October 1911 launched on 23 March 1912 and commissioned at Norfolk on 29 July 1912.
5,Canopus-class ship of the line, The Canopus-class ships of the line were a class of nine 84-gun two-deck second rates of the Royal Navy. Their design was based on an enlarged version of the lines of the captured French ship Franklin since commissioned in the Royal Navy as HMS Canopus although this ship herself was not included as a member of the class. The earlier ships were initially ordered as 80-gun third rates but this classification was altered by changes in the rating system in February 1817.
5,USS Dauntless (SP-1002), The first USS Dauntless (SP-1002) was a United States Navy patrol vessel in commission from 1917 to 1919.Dauntless was built as a private motorboat of the same name around 1917 by W. Frank Harrison at Essex Connecticut. On 11 September 1917 the U.S. Navy - whose inspectors had described Dauntless as a new well built vessel ... suitable for gov't use as scout patrol in conn. with aeroplane work - leased her from her owner R. T. H.
5,SS Star of Oregon, SS Star of Oregon (MC hull number 171) was a liberty ship built by the Oregon Shipbuilding Company of Portland Oregon and launched on 27 September 1941 the first of the 472 ships built by the company up to November 1945.The ship was operated by the States Steamship Company of Portland under contract from the War Shipping Administration (WSA). On 30 August 1942 she was torpedoed and sunk by U-162 north-east of Tobago at position 11.48°N 59.45°W﻿ / 11.48; -59.45.
5,Suzuki Choinori, The Suzuki Choinori was a scooter built by Suzuki from 2003 to 2007. It was designed to minimize the use of materials in general and plastics and threaded fasteners in particular in order to minimize cost. The Society of Automotive Engineers of Japan (Japanese) named the Choinori as one of the 240 Landmarks of Japanese Automotive Technology.
5,HMS C2, HMS C2 was a British C class submarine built by Vickers Barrow. She was laid down on 13 November 1905 and was commissioned on 20 November 1906.C2 was sold on 8 October 1920.
5,Sørlandet (ship), Sørlandet is the oldest of the three Norwegian Tall Ships and the oldest full rigged ship in the world still in operation.
5,USS Hopkins (DD-6), The first USS Hopkins (DD-6) was a Bainbridge-class destroyer in the United States Navy named for Esek Hopkins.Hopkins was launched by Harlan & Hollingsworth Company Wilmington Delaware on 24 April 1902 and sponsored by Alice Gould Hawes a great-great-granddaughter of Esek Hopkins. The ship was commissioned at Philadelphia Navy Yard on 23 September 1903 with Lieutenant Montgomery M. Taylor in command.
5,Renault Samsung SM3, The Renault Samsung SM3 is a compact sedan produced by the Korean manufacturer Renault Samsung Motors.
5,USS Tamalpais (AO-96), USS Tamalpais (AO-96) was a Escambia-class replenishment oiler acquired by the United States Navy for use during World War II. She had the dangerous but necessary task of providing fuel to vessels in combat and non-combat areas. She served in the Pacific Ocean Theatre of operations late in the war.Tamalpais was laid down at Sausalito California on 18 September 1944 under Maritime Commission contract (MC hull 1831) by the Marinship Corp.; launched on 29 October 1944 sponsored by Mrs. H. B.
5,Soyuz-M, The Soyuz-M (Russian: Союз meaning Union) GRAU index 11A511M was a Soviet expendable carrier rocket designed by OKB-1 and manufactured by State Aviation Plant No. 1 in Samara Russia. It was originally built to launch manned Soyuz 7K-VI spacecraft for the Soviet armed forces. Following the cancellation of this programme development of the rocket continued for the Soyuz 7K-S spacecraft.
5,Tatra 57, Tatra 57 is an automobile launched by Tatra company (in Czech: Závody Tatra official name: Závody Tatra akciová společnost or Ringhoffer-Tatra Company also later known as Tatra Kopřivnice in German: Tatra Nesselsdorf now Tatra a. s.) in 1932 as a replacement for the Tatra 12 model.
5,Spartan DFS Trike, The Spartan DFS Trike is an American ultralight aircraft designed and produced by Spartan Microlights. The aircraft was the first ultralight introduced that could be flown with a hang glider-style wing as an ultralight trike or with a powered parachute wing.The designation of DFS stands for Dual Face System referring to its ability to mount either hang glider or powered parachute wings.
5,French ship Majestueux (1781), The Majestueux was a 110-gun ship of the line of the French Navy of Terrible class.She was renamed Républicain in 1797. In 1807 she was decommissioned and used as a transport.
5,Nissan Figaro, The Nissan Figaro is a small retro car manufactured by Nissan. The car was originally sold only in Japan. Despite this the Nissan Figaro has become popular with owners in the UK and Ireland given the popularity of second-hand Japanese import cars. Its appearance has a resemblance to the 1960s Datsun Fairlady models. In Japan it was exclusive to Japanese Nissan dealership network called Nissan Cherry Store.
5,USS Helenita (SP-210), USS Helenita (SP-210) was a yacht leased from its owner by the U.S. Navy during World War I. She was outfitted as an armed patrol craft and initially assigned to North Atlantic Ocean duty but found to be too lightly built for the ocean. She was then relegated to patrol of Long Island Sound and the Delaware Bay until war’s end when her guns were removed and she was returned to her owner.
5,USS Menhaden (SS-377), The second USS Menhaden (SS-377) was United States Navy Balao-class submarine. Launched in 1944 she operated out of Pearl Harbor until 1946 then continued in use out of various ports in the Pacific until the 1970s. She was then decommissioned and re-fitted as a remotely controlled unmanned acoustic test vehicle known as the Yellow Submarine until she was scrapped in 1988.
5,Opel Zafira, The Opel Zafira also as the Zafira Tourer since 2011 is a compact multi-purpose vehicle (MPV) produced by the German car manufacturer Opel since early 1999. The third generation launched in 2011 is classified as a large MPV.It has also been marketed under the Vauxhall marque in the United Kingdom the Holden marque in Australia as well as under a number of other market-specific brands and names.
5,USNS William McLean (T-AKE-12), USNS William McLean (T-AKE-12) is a Lewis and Clark-class dry cargo ship of the United States Navy named in honor of William McLean a United States Navy physicist who conceived and developed the heat-seeking Sidewinder missile. The contract to build William McLean was awarded to National Steel and Shipbuilding Company on 12 December 2008. William McLean was launched on 16 April 2011 sponsored by Dr.
5,LNER Class J39, The London and North Eastern Railway Class J39 was a class of 0-6-0 steam locomotive designed for freight work. They were based on the previous Class J38 but with larger driving wheels. A total of 289 J39s were built over fifteen years. They were designed by Nigel Gresley and introduced in 1926. All passed into British Railways ownership in 1948 and they were numbered 64700-64988.
5,FM H-12-44TS, The FM H-12-44TS was a light road switcher version of the Fairbanks-Morse H-12-44 yard switcher. Only three of the 1200-horsepower (890 kW) six-cylinder opposed piston engine locomotives (builder numbers 12L1021–12L1023) were manufactured especially for the Atchison Topeka and Santa Fe Railway in May 1956.
5,Curtiss-Wright C-76 Caravan, The Curtiss-Wright C-76 Caravan (company designation CW-27) was an all-wood military transport aircraft. The C-76 was intended as a substitute standard aircraft in the event of expected wartime shortages of light alloys. However both prototype and production aircraft failed several critical flight and static tests and after U.S. aluminum production proved sufficient for wartime defense requirements orders for the C-76 were cancelled and production terminated.
5,HMAS Goolgwai, HMAS Goolgwai was an auxiliary minesweeper operated by the Royal Australian Navy (RAN) during World War II. She was launched in 1919 by Collingwood Shipbuilding Company at Collingwood Ontario Canada as Almeria. The ship operated in Australian waters from 1928 and was requisitioned by the RAN on 3 September 1939. She was returned to her owners in 1945 before being wrecked near Malabar Sydney on 29 May 1955.
5,MS Empress of Australia, Empress of Australia was a ferry operated by the Australian National Line. Ordered in 1962 by the Australian National Line and launched by Cockatoo Island Dockyard on 18 January 1964 Empress of Australia was the largest passenger ferry built in the world.From the time of her 16 January 1965 maiden voyage the ship could carry up to 250 passengers in cabins 91 cars 16 trucks and 160 intermodal containers.
5,SS Daphne (1883), SS Daphne was a ship which sank moments after her launching at a shipyard in Govan Glasgow Scotland on 3 July 1883.
5,Lamborghini Jarama, Lamborghini Jarama is a sports coupé which was built by Lamborghini between 1970 and 1976. It was designed by Bertone designer Marcello Gandini. Ferruccio Lamborghini was concerned the car would be thought to be named after the Jarama racing circuit near Madrid while he meant the car to be named for the Jarama bullfighting region in Spain. In this way it carries a special double meaning.
5,Harbin Y-12, The Harbin Y-12 (Chinese: 运-12; pinyin: Yun-12) is a high wing twin-engine turboprop utility aircraft built by Harbin Aircraft Manufacturing Corporation (HAMC).
5,ORP Mewa, ORP Mewa was a Jaskółka-class minesweeper of the Polish Navy at the outset of World War II. Mewa participated in the defense of Poland during the Nazi German invasion of 1939. The ship was damaged on 1 September 1939 by a Nazi bomb. On 3 September she was again hit by bombs and sank. The ship was later refloated and captured by the Germans. After the war she returned to serve under the Polish flag.
5,USS Limestone (IX-158), USS Limestone (IX-158) a Trefoil-class concrete barge designated an unclassified miscellaneous vessel was the only ship of the United States Navy to be named for limestone a rock consisting chiefly of calcium carbonate which yields lime when burned.The ship was laid down 5 January 1944 by Barrett & Hilp Belair Shipyard in San Francisco under a Maritime Commission contract (MC Hull 1338) and named Corundum (IX-164) on 7 February 1944. Launched on 25 March 1944 sponsored by Mrs.
5,USS Jeannette (1878), The first USS Jeannette was originally HMS Pandora a Philomel-class gunvessel of the Royal Navy and was purchased in 1875 by Sir Allen Young for his arctic voyages in 1875-1876. The ship was purchased in 1878 by James Gordon Bennett Jr. owner of the New York Herald; and renamed Jeannette. Bennett was an Arctic enthusiast and he obtained the cooperation and assistance of the government in fitting out an expedition to the North Pole through the Bering Strait.
5,Mercedes-Benz W204, The Mercedes-Benz W204 is a compact executive car which was produced by the German automaker Mercedes-Benz from 2007 to 2014 under the C-Class model names. The W204 models replaced the W203 C-Class models and were superseded by the Mercedes-Benz W205 in 2015.Early models include C 200 KOMPRESSOR C 230 C 280 C 350 C 220 CDI C 320 CDI. C 180 KOMPRESSOR C 230 C 200 CDI were available beginning August 2007.
5,USS Araner (IX-226), The USS Araner (IX-226) was laid down as the liberty ship SS Juan de Fuca under a Maritime Commission contract (MCE hull 1747) on 15 November 1942 at Vancouver Washington by the Kaiser Shipbuilding Company and launched on 27 December 1942. She was delivered to the War Shipping Administration (WSA) on 11 January 1943. Throughout World War II she served as a cargo carrier operated under a WSA contract by the Weyerhauser Steamship Company.
5,USS Shellbark (AN-67), USS Shellbark (AN-67/YN-91) was a Ailanthus-class net laying ship which was assigned to protect U.S. Navy ships and harbors during World War II with her anti-submarine nets.
5,Messerschmitt Me 609, The Messerschmitt Me 609 was a short-lived World War II German project which joined two fuselages of the Me 309 fighter prototype together to form a heavy fighter.
5,USS Boise (CL-47), USS Boise (CL-47) was a United States Navy Brooklyn-class light cruiser. The cruiser was named for Boise the capital city of the state of Idaho.Boise was launched on 3 December 1936 by Newport News Shipbuilding and Dry Dock Company Newport News Virginia sponsored by Miss Salome Clark daughter of Governor Clark of Idaho; and commissioned on 12 August 1938 Captain Benjamin Vaughan McCandlish in command.
5,SS Zeeland (1901), SS Zeeland was a British and Belgian ocean liner of the International Mercantile Marine Co. (IMM). She was a sister ship to Vaderland and a near sister ship to Kroonland and Finland of the same company. Although her name was Dutch it was changed during World War I to the less German-sounding SS Northland. She served for a time as a British troop ship under the name HMT Northland. Reverting to Zeeland after the war the ship was renamed SS Minnesota late in her career.
5,HMS Jersey (1698), HMS Jersey was a 50-gun fourth rate ship of the line of the Royal Navy built at East Cowes on the Isle of Wight and launched on 24 November 1698.She was converted to serve as a hulk in 1731 and was sunk in 1763.
5,Martin Marietta X-24A, The Martin Marietta X-24A was an experimental US aircraft developed from a joint USAF-NASA program named PILOT (1963–1975). It was designed and built to test lifting body concepts experimenting with the concept of unpowered reentry and landing later used by the Space Shuttle.
5,USS Iolanda (AKS-14), USS Iolanda (AKS-14) was an Acubens-class general stores issue ship commissioned by the U.S. Navy for service in World War II. She was responsible for delivering and disbursing goods and equipment to locations in the war zone. Iolanda (AKS-14) originally a liberty ship was launched by New England Shipbuilding Corporation South Portland Maine 21 October 1944; sponsored by Mrs. J.
5,Standard Corridor, The Standard Corridor (previously Third Corridor) type of railway carriage was one of the standard mid-20th century designs and was coded SK (previously TK) by the LNER and BR and CF by the LMS. The layout of the coach was a number of compartments all of which were standard class (known as third class until 1956) linked by a side corridor.The British Railways produced Mark 1 SK was the most numerous carriage design ever built in the United Kingdom.
